question_id,correct_answer,confused_answer,correct_rate
6187,a,b,0.5956010108987522
6224,c,b,0.5407383208101928
5323,b,c,0.7571998443276902
8861,d,a,0.4663496708119971
4539,a,d,0.5525907754969799
4476,c,b,0.7487113925078128
4471,d,a,0.7177023712183156
9392,b,a,0.6499277456647399
5309,b,a,0.49323351569248486
4820,d,a,0.7564139856885217
6409,a,d,0.8734064630892381
8806,c,d,0.5145081387119603
5677,b,a,0.6990867149985877
5053,a,d,0.856302397411384
6110,b,a,0.6752850852433103
9969,c,d,0.7964071856287425
4757,d,c,0.6532964499769479
5648,d,b,0.561954449683957
4760,a,c,0.8164016736401674
9730,a,b,0.8410041841004184
5761,c,a,0.6777950310559007
4784,c,a,0.6629310344827586
5219,b,a,0.5572722759990072
9754,b,d,0.6655773420479303
5040,d,c,0.5676409185803758
5123,b,a,0.8707317073170732
6353,a,d,0.6589228355867632
9391,a,c,0.6792958285495599
985,b,c,0.6665227847320713
11259,b,c,0.7915167707120939
722,a,c,0.678379746835443
502,c,a,0.7077028885832187
253,c,b,0.7218468468468469
11249,b,c,0.8628637395008161
250,c,a,0.7859165808444902
360,c,b,0.7786666666666666
1277,a,b,0.7757025359835503
11263,b,a,0.7774132342477666
336,b,a,0.6491027806949454
1040,a,c,0.6712482020137446
1097,b,a,0.810327983251919
11261,b,c,0.5514040653272236
803,c,a,0.7441943978932248
1395,a,c,0.7196215139442231
1182,a,c,0.6893562693186399
542,c,b,0.7640321457951021
1003,c,b,0.6693790149892933
1211,c,b,0.7701178882624296
713,b,c,0.7643255950631795
320,a,c,0.5668221456094099
1336,b,c,0.7641903597268929
270,a,c,0.7451722832260508
221,b,a,0.6442416162444877
1145,a,c,0.817832251862533
371,b,a,0.8542296072507553
328,b,c,0.8298732060749617
910,c,b,0.7628709872804361
1295,b,c,0.6988936988936989
485,b,c,0.7374016150465093
891,c,b,0.7859505740416424
850,b,a,0.8169899425287356
1134,b,c,0.7511828555524631
1101,b,c,0.7383696116090482
968,a,b,0.6676691729323309
881,b,c,0.8422898517931893
237,c,b,0.6612930031577198
439,c,a,0.7340151515151515
273,b,a,0.8099162568124418
4543,a,c,0.5670657958393808
3769,a,b,0.7364882337729506
5503,c,a,0.7653923541247485
8204,b,a,0.7808166409861325
6020,d,b,0.6659478110847531
4081,b,d,0.7243705035971223
6547,d,a,0.47850227790432803
9974,a,c,0.360310421286031
9618,a,d,0.7546754675467546
5781,a,c,0.8445427042122411
5242,a,c,0.4948700410396717
5321,b,d,0.7622993267736924
9608,a,b,0.7511652383100286
9561,d,c,0.5062869822485208
6193,a,d,0.6569456812110418
6184,b,d,0.7551771412078794
6550,a,b,0.8662178491282583
9822,d,c,0.5729790419161677
5774,a,c,0.6964285714285714
5400,d,a,0.6851691240242844
4166,b,c,0.5050472798722829
9704,c,d,0.6113602391629297
4402,a,d,0.7100214545567612
4467,a,c,0.7055859333118902
3750,b,c,0.7025075987841946
5429,b,a,0.7077393075356415
4025,d,c,0.47103121583869795
5720,a,b,0.3049482962037615
4186,c,a,0.46083890126206384
99,a,b,0.732495582171608
4059,a,b,0.31216848673946956
4181,b,d,0.7226189520982107
4813,b,c,0.5784077669902913
205,a,b,0.7416285549072176
473,b,a,0.7957273163706193
906,a,c,0.623054675664509
1063,b,c,0.7603416066186283
260,a,b,0.6729736042980612
219,c,b,0.48001619526866796
1036,b,c,0.813687110337828
5662,b,d,0.4777842736042093
9035,c,a,0.8046995377503852
5353,a,b,0.536046723854718
6453,b,d,0.4886984528670846
6058,b,a,0.7584146874544659
9823,b,d,0.7701317715959004
5682,c,a,0.6768961289192503
6494,c,d,0.5813635949874079
8056,d,c,0.8613138686131386
8161,d,b,0.9546832615286421
8061,b,a,0.8932572825422693
11237,c,b,0.9260761072988147
111,a,d,0.6357324406422417
171,d,a,0.7245828988529719
8162,b,d,0.49943888753354476
11112,b,c,0.8874069478908189
57,a,c,0.723998653651969
151,d,a,0.7822900158478605
8131,d,b,0.7080787508486083
11060,c,a,0.9294516327788047
13,a,d,0.7569060773480663
6,d,c,0.8668708340839488
123,a,b,0.6908626664234908
11055,d,b,0.8916640649391195
174,a,c,0.7878028404344194
8068,b,d,0.8550654969354645
8108,d,a,0.6365791701947502
11093,d,a,0.879415347137637
341,c,b,0.776270812658507
236,c,a,0.5156721615973996
1263,a,c,0.7167827393144885
397,b,c,0.7554564656183994
1297,b,c,0.7365986298467406
940,b,a,0.6941719561454126
863,a,c,0.7265541550950652
830,b,c,0.6870432738133062
750,a,b,0.5825990247240996
5342,d,b,0.8690900451413638
4446,a,b,0.6088104502501389
6168,a,b,0.593343077331916
9580,b,a,0.6310374617136574
245,c,b,0.6550640560792845
8123,c,a,0.8643564356435643
6514,a,b,0.6359046283309958
5329,b,c,0.7114779874213837
9410,a,c,0.4144736842105263
4188,d,a,0.3152372659991293
5650,d,c,0.8041454223010419
6455,a,b,0.7399585921325051
8977,c,b,0.4882032667876588
5423,d,c,0.8213652482269503
5566,a,c,0.8184143222506394
5607,a,b,0.6645971700837424
880,a,c,0.8568477587275356
5255,d,c,0.6167701481527018
852,b,c,0.5957487922705313
743,b,a,0.8493003229278795
10039,a,c,0.5472903358747166
6101,c,b,0.8867838739011822
159,a,b,0.9496402877697842
12,c,b,0.8850687622789783
8080,d,c,0.8489927725665077
10959,d,c,0.8014888337468983
8050,c,b,0.9382214621633177
8085,c,a,0.8898085876875323
11079,a,d,0.8145569620253165
188,c,d,0.879565698624361
44,d,c,0.9317863572714543
143,c,b,0.7819259259259259
11159,d,c,0.9293929712460064
175,b,a,0.8511522478277295
39,b,d,0.962295421586907
68,b,c,0.8889272162814764
11084,a,c,0.7693247784906814
149,b,d,0.8355683269476373
32,a,b,0.8627230574680342
8168,b,c,0.6728424386381631
11050,a,c,0.798011187072716
8110,a,d,0.91734375
698,b,c,0.6855175527711931
427,b,c,0.6177725333575383
963,c,b,0.7245014898005959
1369,c,b,0.7837089260984514
296,c,b,0.6685666908487926
520,a,b,0.9183377627446243
2111,a,b,0.9046948356807512
2109,d,a,0.9283036551077788
2110,d,a,0.6729147141518276
2388,c,b,0.8990690837824595
2390,c,b,0.7118064043021266
2389,b,a,0.8418217433888345
1607,d,c,0.7275192046995029
1605,b,c,0.719258589511754
1606,b,d,0.8256259869163095
1409,d,c,0.734804329725229
1407,d,c,0.8556851311953353
1408,c,d,0.9217463790767948
2513,b,d,0.8192455466294097
2512,d,a,0.782252440725244
2511,d,b,0.7102183406113537
2609,c,b,0.8820773135493948
2607,b,c,0.4196132057042391
2608,c,a,0.33905579399141633
3446,d,a,0.8772763262074426
3444,c,b,0.7783056215360253
3445,d,c,0.880443388756928
3159,a,d,0.26252000914703866
3160,b,d,0.4342375199452929
3161,c,b,0.8639689071787837
3162,b,a,0.4184922680412371
3164,b,a,0.5711984536082474
3163,d,b,0.6411082474226805
3068,d,b,0.561144578313253
3067,b,d,0.4581206844791354
3066,b,d,0.7025316455696202
5145,b,a,0.859375
3774,a,d,0.5664637470470653
6381,c,b,0.8298404754457304
10094,c,d,0.5424788525193086
6320,b,d,0.6193095860266813
6723,b,d,0.7602846975088968
5333,b,d,0.502743627144544
9779,a,d,0.9145616641901931
4205,b,d,0.7092409802586793
4060,c,b,0.5304534478132547
8915,c,d,0.7059712773998488
5638,d,c,0.6713419257012888
9621,b,a,0.8862612612612613
4732,d,c,0.7168260359000168
6566,d,b,0.607246927657418
6568,b,d,0.7423973644196655
6565,a,b,0.9043511353545605
6567,b,c,0.39802256306249206
6645,a,b,0.8463796477495108
6648,d,a,0.793040293040293
6646,a,c,0.5821406727828746
6647,b,d,0.3153263260816426
6763,b,d,0.8930868167202572
6762,b,a,0.9320372750642674
6764,b,a,0.7727492349814785
6761,d,c,0.8824762211832984
11701,a,b,0.6242937853107344
11702,b,a,0.6059322033898306
11700,b,a,0.7231638418079096
11699,c,a,0.9774011299435028
7523,b,c,0.476958908667443
7524,d,b,0.7735
7522,c,b,0.5368491099650641
7520,a,c,0.593
7521,b,a,0.2150698602794411
7851,b,a,0.9649770947243979
7854,d,b,0.7360023637169449
7855,d,b,0.7695375978726547
7852,c,a,0.7433510638297872
7853,a,d,0.549410029498525
8586,c,d,0.7574031890660592
5714,b,c,0.8428884026258205
4047,a,d,0.602163558569468
27,a,b,0.823301722469518
8065,d,a,0.797342908438061
11044,b,c,0.8895612708018155
38,a,b,0.8470809376382131
4,b,c,0.7856869864322569
8125,c,a,0.7221017668496563
11126,c,a,0.9700488997555012
95,d,a,0.9280045351473923
8115,c,d,0.8154831199068685
166,c,a,0.650364274150027
298,c,b,0.8398753011194559
664,a,b,0.7573176397707914
845,a,c,0.8858191653786708
220,a,c,0.6547776840583203
1196,b,a,0.8553608084636033
403,b,a,0.5184447605500238
576,c,b,0.7883604666068452
3111,a,b,0.36996849842492124
3112,b,a,0.5664335664335665
3113,c,b,0.5482180293501048
2860,b,a,0.6330234221348113
2859,a,b,0.8208635022794315
2861,a,d,0.7392276059359915
11313,a,d,0.7439353099730458
11312,a,d,0.48404433993953644
11311,c,a,0.8200808625336927
1958,c,a,0.7729190640583046
1957,d,b,0.6379640260237275
1956,d,c,0.870398773006135
1615,b,c,0.5724412937527692
1616,d,c,0.6005326231691078
1614,b,c,0.48465984882169855
1754,b,d,0.893019884009942
1753,d,b,0.43614707405489384
1752,b,d,0.889717303510407
11108,d,b,0.7909569526169092
8122,d,a,0.7688947138488423
3788,d,b,0.5182504489317258
17307,d,c,0.4905149051490515
6727,c,b,0.5882103477523325
8694,c,a,0.7065217391304348
5325,b,a,0.6220899885165466
4660,a,b,0.852198316183349
4294,c,b,0.7805851063829787
17270,b,a,0.6550802139037433
3909,a,b,0.6550759668508287
5649,d,b,0.6212030495349858
4769,a,b,0.760570555272542
10156,d,b,0.5985863095238095
9591,c,a,0.7748882568061763
5507,b,d,0.7871962062833432
9923,c,b,0.709628506444276
5331,a,d,0.6304588405550353
4509,b,a,0.6914323559515925
4597,a,c,0.7546192131997
9154,d,a,0.6134361233480177
5501,b,a,0.6996039191161142
3930,a,b,0.7797940666734632
6334,b,c,0.7549938129750752
8957,c,b,0.5680259833994947
6147,b,a,0.6811292719167905
4131,c,d,0.6090932367679871
5776,c,d,0.4386426245930378
9767,a,c,0.5643967431532199
6019,c,a,0.8211722488038278
4199,b,c,0.6351191019439628
4478,a,b,0.7567469551814803
9141,a,b,0.8230293663060279
4874,d,c,0.7606177606177607
5415,c,a,0.6929097068099521
5998,a,c,0.8570722057368941
10237,c,b,0.7605686494575383
5991,a,b,0.7656467315716272
3982,a,c,0.6203449137715571
4767,a,b,0.5860907362129856
10125,d,b,0.3812360387192852
6752,b,d,0.7803547066848567
4907,c,d,0.8584989617324236
3943,d,b,0.6988847583643123
9053,d,c,0.4828101644245142
4595,c,a,0.7359803520261973
5897,b,d,0.5284937752060319
5046,b,a,0.8006078126158179
10161,b,d,0.807852019630049
6943,a,c,0.2826813904658216
6941,a,b,0.548708372237784
6942,d,a,0.38785664308481693
6944,b,a,0.6795829442888266
6698,c,a,0.8243504083147736
6700,d,a,0.843564650059312
6699,a,d,0.9486494508756308
6697,b,c,0.8061739388542595
10640,d,a,0.7755778382053025
10641,a,d,0.8198963554498343
10639,c,a,0.3624309392265193
10638,c,a,0.6139649600272156
10837,d,c,0.5010799136069114
10838,c,a,0.8937365010799136
10836,c,a,0.6062176165803109
10839,b,c,0.7940414507772021
7648,d,a,0.7620817843866171
7649,b,d,0.563150074294205
7650,c,b,0.6260223048327137
7647,c,a,0.7492559523809523
7636,c,b,0.8926535266330021
7635,a,b,0.8527447467014172
7542,c,b,0.40225281602002505
7540,d,b,0.3989455184534271
7544,b,c,0.686417273412001
7541,a,b,0.37962962962962965
7543,a,b,0.3352514385789342
7712,d,b,0.6942496493688639
7710,a,c,0.9214586255259467
7711,c,b,0.9242636746143057
7709,d,a,0.6591865357643759
7821,a,b,0.5521978021978022
7822,d,c,0.8340192043895748
7820,b,a,0.9656593406593407
7195,d,a,0.7880048959608323
7194,b,a,0.6033219345383488
7192,a,d,0.8243143976493633
7196,b,d,0.8620731856565904
7193,b,c,0.7985558683147718
7812,b,a,0.9567985447930878
7811,c,a,0.898359161349134
7073,d,c,0.8354545454545454
7070,d,a,0.37636363636363634
7069,c,b,0.96
7071,c,a,0.5404178019981835
7072,b,a,0.9645454545454546
7061,d,a,0.6739188113557973
7060,c,d,0.8191970220685988
7059,d,b,0.85934591863866
7063,c,b,0.6921031640521138
7062,d,a,0.8776921031640521
7973,b,c,0.6827683119620587
7977,c,a,0.798173195151941
7976,a,b,0.3128286014721346
7974,a,d,0.9120378482565271
7975,d,c,0.9151770066596565
7308,b,a,0.6108949416342413
7307,c,a,0.5486381322957199
7306,b,c,0.920881971465629
5857,c,a,0.6962343096234309
4510,a,b,0.7031933145165753
3665,b,d,0.754625
9541,b,a,0.5566037735849056
4833,d,c,0.6350595512272159
6520,d,a,0.5936944937833037
3985,d,b,0.6675119419708675
10059,a,c,0.7657185628742516
4037,b,a,0.6101263521498046
4002,d,c,0.7103553966284755
17076,c,a,0.8128834355828221
5234,d,b,0.6886626886626886
5062,a,b,0.6492512028190012
4558,b,a,0.7392111368909513
8206,c,d,0.5701114099116404
7478,b,c,0.86907970735464
7479,d,a,0.9133615710435118
7476,c,b,0.9576434347323836
7477,d,c,0.9530408006158584
7475,b,c,0.9006546014632268
7887,d,c,0.9164017800381437
7888,b,d,0.684620273276136
7889,d,c,0.8050833995234313
7890,a,d,0.6918058870326174
7886,c,d,0.7840891010342085
7513,b,d,0.6444007858546169
7512,d,c,0.8799950968374601
7514,b,d,0.8887797692118832
7511,c,d,0.8388998035363457
7510,c,d,0.668303461821753
7191,c,b,0.6100895803866101
7190,c,d,0.9538171536286523
7188,d,a,0.8241395568128241
7187,a,d,0.5959453088165959
7189,a,b,0.7291568535091851
8217,b,d,0.7685762904140669
8220,d,a,0.8706749858196257
8221,d,a,0.7180941576857629
8218,c,b,0.8996029495178672
8219,a,c,0.4722222222222222
7519,a,c,0.437636761487965
7515,a,d,0.23065693430656933
7516,a,c,0.85453216374269
7517,d,b,0.7781021897810219
7518,b,a,0.6776315789473685
7050,c,a,0.7263106079251784
7049,a,d,0.5440561161703175
7052,a,d,0.8902424018703089
7051,d,b,0.6178312661181383
7053,d,a,0.9191583610188261
7986,a,d,0.551355206847361
7985,b,a,0.6768901569186876
7987,c,b,0.589349535382416
7984,a,b,0.7243223965763196
7983,d,a,0.7008577555396712
6837,a,b,0.8552677756720714
6840,c,b,0.6484457231071504
6838,b,d,0.6684206833649057
6839,a,b,0.7746340780166678
6823,a,b,0.941121349367484
6821,d,a,0.8204967973754101
6824,b,a,0.7482823235477827
6822,c,a,0.6856741134197781
6844,b,c,0.7231499224381787
6841,b,c,0.8194102072491555
6843,a,b,0.7847673036481668
6842,d,c,0.6039014561773056
10850,d,a,0.7475140510159966
10848,c,b,0.9134948096885813
10849,d,a,0.5467128027681661
10851,b,a,0.9061012548680225
6037,c,a,0.6383561643835617
4949,d,c,0.6420787929589271
6257,d,a,0.7750235331032319
3787,b,d,0.6325244983667756
5251,c,a,0.6344206974128234
10076,b,c,0.7231389805647231
3695,b,a,0.577926277214917
5057,b,d,0.6347572724282156
5691,c,a,0.563093869152091
17120,d,b,0.45910290237467016
4541,b,c,0.5345454545454545
5231,a,c,0.7067154678548695
9498,b,c,0.7471756914686405
5784,d,c,0.7574094992200527
4618,c,a,0.5998831775700935
3910,c,a,0.4867285109121133
17074,b,a,0.9854227405247813
4453,c,a,0.7617853560682046
6425,d,a,0.5713619402985075
9607,b,c,0.6581234349683311
8807,b,d,0.4751280175566935
4255,c,b,0.6578026592022393
3912,c,a,0.5467188179052586
6417,d,c,0.6455909627381554
8626,c,b,0.5889679715302492
6074,a,b,0.688658411546652
5843,a,b,0.6362691608209925
8082,c,a,0.9114968696642003
11009,b,a,0.9290181363352095
8156,a,c,0.6779158429822084
8096,d,a,0.5325713303540736
586,b,a,0.6830627971798655
455,c,b,0.7559623782331206
1255,a,c,0.7842091901497842
1164,a,c,0.7932141219624026
970,b,c,0.6270926735145564
238,a,c,0.7868157286044719
489,c,a,0.5940375414059624
1265,c,a,0.7541485419687449
1111,a,b,0.8097194581755152
621,a,b,0.7382241916953881
1188,c,b,0.8045313194135939
563,a,b,0.841582462750471
394,b,c,0.6865641234593053
1095,c,a,0.8195711678832117
1138,c,b,0.7959781335415853
278,a,c,0.7301286656652081
1280,a,c,0.5918790496760259
720,a,c,0.7333955223880597
1106,b,a,0.7339174544616094
1709,b,a,0.7388328530259366
1707,c,b,0.9214131218457101
1708,a,c,0.6225666906993511
2515,d,c,0.6560805577072037
2516,b,c,0.5626618332470222
2514,a,c,0.8663904712584153
1838,a,d,0.8572402044293015
1837,a,b,0.9711375212224108
1836,b,d,0.7578337874659401
1522,c,a,0.8816525160488714
1521,b,d,0.5531936955620075
1523,d,c,0.6590248962655602
1602,c,a,0.8741128128502055
1603,b,c,0.7495334079880552
1604,a,c,0.8680866965620329
2254,d,b,0.9548494983277592
2255,c,d,0.8784326858673811
2253,a,b,0.8954773869346734
2436,c,a,0.6311733800350263
2437,b,a,0.6923076923076923
2438,d,b,0.8371848739495799
1733,c,b,0.5509307676218365
1731,a,b,0.6305552650841786
1732,b,c,0.8278415015641293
2434,b,c,0.7690668939071155
2435,b,c,0.6890684814972352
2433,b,d,0.9523201362281822
1803,b,c,0.8261222282314765
1804,b,a,0.8164642375168691
1805,d,b,0.9258658008658008
1619,b,a,0.43889618922470436
1617,a,d,0.8210295728368018
1618,a,c,0.726138353765324
1740,a,d,0.6263851139452227
1742,a,c,0.6717182274247492
1741,d,b,0.783295003136107
1583,d,c,0.6321868583162218
1582,b,d,0.7861168032786885
1581,b,a,0.8380805748011291
2890,d,b,0.8868006993006993
2891,c,a,0.8672663448881088
2889,b,d,0.7259552042160737
3363,a,b,0.9665309814563546
3365,b,d,0.9167797376752601
3364,c,a,0.6995029371893358
2840,a,b,0.7617521367521367
2838,d,c,0.9353632478632479
2839,b,c,0.6242004264392325
3028,b,a,0.7364139277578913
3029,c,a,0.7286039700618289
3027,c,a,0.9388219980475105
2953,d,b,0.7249944059073619
2952,a,b,0.47277615953394575
2954,c,b,0.7293906810035843
3031,a,c,0.8900828983727357
3030,a,d,0.72
3032,b,a,0.9501538461538461
3436,c,d,0.9395691014188124
3437,b,c,0.842548709847288
3435,a,c,0.9578725645076356
2812,d,b,0.8809124454880912
2813,d,c,0.7947421638018201
2811,b,d,0.9679811257162116
3294,a,b,0.6713200212051599
3296,c,a,0.7939254811937135
3295,a,c,0.737427210164108
3246,c,d,0.6409638554216868
3247,a,b,0.7001441614608361
3248,b,a,0.49131274131274133
5919,a,c,0.70707656612529
10285,d,a,0.6761939218523878
6202,b,d,0.5918221678392984
6396,a,b,0.7437550362610797
5545,a,b,0.686426116838488
9101,c,a,0.6903979554581964
5238,b,a,0.5537573162587893
5095,b,c,0.6680795176407379
4154,b,c,0.7824878387769284
8929,d,a,0.21322256836275527
4161,a,b,0.6940684410646388
4582,b,a,0.4995163134288981
9158,a,c,0.9776665383134386
4319,a,b,0.6594035371633337
6082,b,a,0.745702487275521
6251,d,b,0.6306934755847353
17229,d,c,0.7650429799426934
5094,a,c,0.5438678027368965
4925,c,b,0.6695813014965529
4883,a,c,0.4402644345096547
17337,d,b,0.6514285714285715
5043,b,d,0.7304660595392974
5787,a,b,0.7759853453879336
4494,b,a,0.6125067775167179
17114,a,c,0.5681159420289855
3791,c,d,0.6088055927413357
5243,a,d,0.6297458665033681
4111,b,a,0.7504715201810638
9825,b,a,0.8234624145785877
6947,a,d,0.6568368071239594
6945,c,d,0.6875080572386232
6948,b,c,0.3565536795978863
6946,c,d,0.8569676628154651
6641,a,b,0.9031125105970692
6644,b,a,0.7539615338091206
6643,b,c,0.45167533567194873
6642,c,b,0.5446839428433035
6825,a,c,0.6825822168087698
6826,c,b,0.5853747714808044
6828,d,b,0.7648921914971373
6827,d,c,0.7668980635732554
10736,a,b,0.17537154989384288
10739,d,c,0.8874734607218684
10737,c,a,0.719439728353141
10738,a,b,0.5500848896434635
7866,c,d,0.7589158345221113
7867,d,b,0.8031383737517832
7868,b,c,0.6609686609686609
7869,a,c,0.9243937232524965
7870,b,d,0.6718972895863052
7894,d,c,0.64
7893,c,b,0.8338085539714868
7892,a,b,0.8044897959183673
7891,d,b,0.773061224489796
7895,b,a,0.4726530612244898
8214,c,d,0.5206591244466307
8212,b,d,0.7557796360059026
8216,b,a,0.7011550749569919
8213,a,b,0.7899408284023669
8215,c,b,0.6172626387176325
7376,b,d,0.9462102689486552
7378,c,a,0.7383863080684596
7375,a,b,0.9572127139364304
7377,d,a,0.5513447432762836
7698,d,a,0.657601977750309
7697,d,b,0.5574783683559951
7699,d,c,0.861557478368356
7041,b,d,0.9043767840152236
7040,b,a,0.6303520456707897
7039,c,b,0.6398667935299714
7042,c,b,0.7174119885823026
7043,d,a,0.9471931493815414
7454,d,a,0.5196137598068798
7450,b,d,0.7453228726614364
7451,d,b,0.8107293550331525
7453,d,a,0.8071127185051236
7452,b,d,0.8438818565400844
7763,c,a,0.8062596429358607
7764,d,b,0.9427060379021596
7708,b,c,0.28606658446362515
7707,c,a,0.8777777777777778
7706,a,c,0.857849196538937
8224,d,b,0.7799170616113744
8225,b,d,0.8492581602373888
8223,a,b,0.909522396914862
8222,c,b,0.8454464550578463
8226,b,c,0.6431326016018986
7254,c,b,0.6495507060333762
7256,c,b,0.7240672406724067
7252,b,d,0.7982625482625483
7255,b,c,0.8913043478260869
7253,c,d,0.649179272610235
7083,d,a,0.6954219869199626
7080,a,c,0.7704609595484478
7081,c,a,0.7465538847117794
7079,b,a,0.6202571338977736
7082,c,a,0.7597993101285669
7460,b,a,0.5885117493472585
7463,b,a,0.6256851996867658
7461,a,d,0.8401671454687908
7464,d,b,0.7274862960062647
7462,d,b,0.9426784783741532
11053,a,b,0.7598674299487798
8106,a,b,0.6382118954413436
187,a,c,0.7123143183616067
16,c,b,0.7085687818434461
11052,d,a,0.773149535510938
8049,c,d,0.8414738646101114
11160,d,c,0.8859384429692215
7,d,c,0.471326915027208
124,b,a,0.7945291479820628
181,d,b,0.6728897715988084
527,b,a,0.6534095987130217
927,c,b,0.6696499602227526
1384,a,c,0.6143161742308864
763,c,b,0.6682472597326736
921,b,a,0.47013571090421336
666,a,b,0.30818414322250637
483,c,a,0.6086088307077879
952,b,a,0.4653861761125389
767,c,b,0.6222828600499491
1316,c,a,0.37866893344667235
280,b,a,0.5204973385238738
447,a,c,0.5953057359307359
1030,a,b,0.5210128950357453
902,a,c,0.7743204905280497
539,a,b,0.6346873963122719
739,a,c,0.38315483631203756
561,b,a,0.6568555145826349
422,b,a,0.5663229922788848
774,a,b,0.5239095244345278
1218,a,b,0.6748378207704231
757,c,b,0.5756819550813183
878,b,a,0.5002045303471903
1011,a,b,0.7533271170636603
835,c,b,0.48362599096095427
2530,c,d,0.5893333333333334
2529,a,b,0.9675076452599388
2531,d,b,0.6559633027522935
2457,d,c,0.8286324786324787
2459,d,c,0.7102005975245412
2458,d,c,0.710807347287484
1483,b,c,0.8209806157354618
1484,b,a,0.49750571606734567
1482,d,b,0.7042194969860736
1771,c,a,0.7609642753412722
1772,b,d,0.722027972027972
1770,a,b,0.6435441562226756
2303,c,a,0.7422931314223905
2302,d,b,0.8661076548552881
2301,c,d,0.7731819410651527
2212,c,d,0.49114470842332614
2211,b,a,0.8705627705627705
2213,a,b,0.7661185633924708
1528,c,d,0.9128367670364501
1529,b,a,0.8231565603211494
1527,b,c,0.7832241707162476
1793,d,b,0.8790849673202614
1792,b,a,0.5613373554550025
1791,d,b,0.9632889112396279
2387,a,c,0.7355604121136434
2385,d,b,0.9132063690290353
2386,c,a,0.5721858434674151
11131,b,c,0.8912377450980392
65,b,a,0.6747499418469411
8182,b,a,0.6807114923678567
8118,a,b,0.6864487767584098
11061,b,c,0.7125693160813309
150,d,b,0.5905442226968113
1000,c,b,0.5901705230521904
508,c,b,0.6245801942452573
330,c,a,0.6497776365946633
854,b,a,0.43575303182116576
1195,c,a,0.5365894177257248
1368,b,c,0.5488428013225127
588,a,c,0.31566323692992215
8276,d,c,0.9090909090909091
8272,d,b,0.4922319060250095
8275,a,d,0.8627376425855513
8273,c,d,0.8187001140250855
8274,c,b,0.8531866464339909
8245,b,c,0.9272727272727272
8243,d,b,0.9
8246,d,c,0.7335352006056018
8242,c,b,0.9204545454545454
8244,c,b,0.642965204236006
8277,d,b,0.802654109589041
8279,c,a,0.7146518581802649
8278,c,b,0.894263698630137
8280,d,b,0.8356867779204108
8281,c,a,0.8994006849315068
7610,a,d,0.8335904027420737
7611,c,a,0.668898043254377
7608,c,b,0.7749914118859499
7612,b,a,0.732657967032967
7609,d,b,0.7588457574716593
7309,d,b,0.588739946380697
7310,a,d,0.7929373996789727
7313,c,d,0.334941050375134
7311,d,a,0.4617442482611022
7312,a,b,0.521948608137045
7486,d,b,0.9176893145764741
7485,c,a,0.858085808580858
7489,b,a,0.4828716115579386
7488,d,a,0.8608047690014903
7487,a,c,0.6706479546133174
7879,d,a,0.8701639344262295
7878,d,a,0.6095800524934383
7880,c,b,0.7085919634106501
7876,c,b,0.8481054365733114
7877,c,b,0.4884640738299275
7997,a,d,0.8650126156433978
7993,a,b,0.692728036990332
7995,a,b,0.8898696931483817
7996,d,a,0.8317914213624895
7994,d,a,0.955443463640185
8271,d,b,0.7420604182804028
8267,c,b,0.662015503875969
8270,d,a,0.8652207591014718
